+11100,	+7.356121e-2,	+1.013140e-3,	+2.608147e-3
+11200,	+7.397101e-2,	+1.039406e-3,	+2.645655e-3
+11300,	+7.437755e-2,	+1.066047e-3,	+2.683196e-3
+11400,	+7.478085e-2,	+1.093064e-3,	+2.720767e-3
+11500,	+7.518094e-2,	+1.120457e-3,	+2.758363e-3
+11600,	+7.557784e-2,	+1.148226e-3,	+2.795982e-3
+11700,	+7.597157e-2,	+1.176371e-3,	+2.833620e-3
+11800,	+7.636217e-2,	+1.204892e-3,	+2.871274e-3
+11900,	+7.674966e-2,	+1.233791e-3,	+2.908940e-3
+12000,	+7.713406e-2,	+1.263065e-3,	+2.946615e-3
+12100,	+7.751539e-2,	+1.292717e-3,	+2.984296e-3
+12200,	+7.789369e-2,	+1.322746e-3,	+3.021981e-3
+12300,	+7.826897e-2,	+1.353151e-3,	+3.059665e-3
+12400,	+7.864126e-2,	+1.383933e-3,	+3.097346e-3
+12500,	+7.901059e-2,	+1.415092e-3,	+3.135022e-3
+12600,	+7.937697e-2,	+1.446628e-3,	+3.172688e-3
+12700,	+7.974043e-2,	+1.478540e-3,	+3.210343e-3
+12800,	+8.010100e-2,	+1.510829e-3,	+3.247983e-3
+12900,	+8.045869e-2,	+1.543494e-3,	+3.285607e-3
+13000,	+8.081354e-2,	+1.576535e-3,	+3.323210e-3
+13100,	+8.116555e-2,	+1.609952e-3,	+3.360791e-3
+13200,	+8.151476e-2,	+1.643745e-3,	+3.398347e-3
+13300,	+8.186119e-2,	+1.677913e-3,	+3.435875e-3
+13400,	+8.220486e-2,	+1.712457e-3,	+3.473373e-3
+13500,	+8.254579e-2,	+1.747375e-3,	+3.510839e-3
+13600,	+8.288400e-2,	+1.782668e-3,	+3.548269e-3
+13700,	+8.321952e-2,	+1.818334e-3,	+3.585663e-3
+13800,	+8.355236e-2,	+1.854375e-3,	+3.623017e-3
+13900,	+8.388255e-2,	+1.890789e-3,	+3.660329e-3
+14000,	+8.421012e-2,	+1.927576e-3,	+3.697597e-3
+14100,	+8.453507e-2,	+1.964735e-3,	+3.734819e-3
+14200,	+8.485743e-2,	+2.002266e-3,	+3.771993e-3
+14300,	+8.517722e-2,	+2.040169e-3,	+3.809116e-3
+14400,	+8.549446e-2,	+2.078443e-3,	+3.846187e-3
+14500,	+8.580918e-2,	+2.117087e-3,	+3.883203e-3
+14600,	+8.612139e-2,	+2.156101e-3,	+3.920163e-3
+14700,	+8.643111e-2,	+2.195484e-3,	+3.957064e-3
+14800,	+8.673836e-2,	+2.235236e-3,	+3.993906e-3
+14900,	+8.704317e-2,	+2.275356e-3,	+4.030685e-3
+15000,	+8.734554e-2,	+2.315844e-3,	+4.067400e-3
+15100,	+8.764551e-2,	+2.356699e-3,	+4.104050e-3
+15200,	+8.794308e-2,	+2.397919e-3,	+4.140633e-3
+15300,	+8.823829e-2,	+2.439505e-3,	+4.177146e-3
+15400,	+8.853114e-2,	+2.481456e-3,	+4.213588e-3
+15500,	+8.882166e-2,	+2.523771e-3,	+4.249959e-3
+15600,	+8.910986e-2,	+2.566450e-3,	+4.286255e-3
+15700,	+8.939577e-2,	+2.609490e-3,	+4.322475e-3
+15800,	+8.967940e-2,	+2.652893e-3,	+4.358619e-3
+15900,	+8.996077e-2,	+2.696657e-3,	+4.394684e-3
+16000,	+9.023990e-2,	+2.740781e-3,	+4.430669e-3
+16100,	+9.051680e-2,	+2.785264e-3,	+4.466573e-3
+16200,	+9.079150e-2,	+2.830107e-3,	+4.502394e-3
+16300,	+9.106400e-2,	+2.875306e-3,	+4.538130e-3
+16400,	+9.133434e-2,	+2.920863e-3,	+4.573782e-3
+16500,	+9.160252e-2,	+2.966776e-3,	+4.609346e-3
+16600,	+9.186857e-2,	+3.013044e-3,	+4.644822e-3
+16700,	+9.213249e-2,	+3.059667e-3,	+4.680209e-3
+16800,	+9.239431e-2,	+3.106643e-3,	+4.715505e-3
+16900,	+9.265405e-2,	+3.153971e-3,	+4.750710e-3
+17000,	+9.291171e-2,	+3.201651e-3,	+4.785822e-3
+17100,	+9.316733e-2,	+3.249682e-3,	+4.820840e-3
+17200,	+9.342090e-2,	+3.298062e-3,	+4.855762e-3
+17300,	+9.367246e-2,	+3.346791e-3,	+4.890589e-3
+17400,	+9.392201e-2,	+3.395868e-3,	+4.925318e-3
+17500,	+9.416957e-2,	+3.445292e-3,	+4.959949e-3
+17600,	+9.441516e-2,	+3.495061e-3,	+4.994481e-3
+17700,	+9.465879e-2,	+3.545176e-3,	+5.028913e-3
+17800,	+9.490049e-2,	+3.595634e-3,	+5.063243e-3
+17900,	+9.514025e-2,	+3.646435e-3,	+5.097471e-3
+18000,	+9.537811e-2,	+3.697577e-3,	+5.131597e-3
+18100,	+9.561406e-2,	+3.749061e-3,	+5.165618e-3
+18200,	+9.584814e-2,	+3.800884e-3,	+5.199535e-3
+18300,	+9.608036e-2,	+3.853046e-3,	+5.233347e-3
+18400,	+9.631072e-2,	+3.905545e-3,	+5.267052e-3
+18500,	+9.653925e-2,	+3.958381e-3,	+5.300650e-3
+18600,	+9.676596e-2,	+4.011553e-3,	+5.334140e-3
+18700,	+9.699086e-2,	+4.065058e-3,	+5.367522e-3
+18800,	+9.721397e-2,	+4.118897e-3,	+5.400794e-3
+18900,	+9.743530e-2,	+4.173068e-3,	+5.433957e-3
+19000,	+9.765486e-2,	+4.227571e-3,	+5.467009e-3
+19100,	+9.787268e-2,	+4.282403e-3,	+5.499949e-3
+19200,	+9.808876e-2,	+4.337564e-3,	+5.532778e-3
+19300,	+9.830312e-2,	+4.393053e-3,	+5.565494e-3
+19400,	+9.851577e-2,	+4.448868e-3,	+5.598097e-3
+19500,	+9.872673e-2,	+4.505009e-3,	+5.630587e-3
+19600,	+9.893601e-2,	+4.561474e-3,	+5.662962e-3
+19700,	+9.914362e-2,	+4.618263e-3,	+5.695222e-3
+19800,	+9.934957e-2,	+4.675373e-3,	+5.727368e-3
+19900,	+9.955388e-2,	+4.732805e-3,	+5.759397e-3
+20000,	+9.975657e-2,	+4.790556e-3,	+5.791311e-3
+20100,	+9.995764e-2,	+4.848625e-3,	+5.823107e-3
+20200,	+1.001571e-1,	+4.907012e-3,	+5.854787e-3
+20300,	+1.003550e-1,	+4.965715e-3,	+5.886349e-3
+20400,	+1.005513e-1,	+5.024734e-3,	+5.917793e-3
+20500,	+1.007460e-1,	+5.084066e-3,	+5.949119e-3
+20600,	+1.009392e-1,	+5.143710e-3,	+5.980326e-3
+20700,	+1.011309e-1,	+5.203667e-3,	+6.011413e-3
+20800,	+1.013210e-1,	+5.263933e-3,	+6.042382e-3
+20900,	+1.015096e-1,	+5.324509e-3,	+6.073231e-3
+21000,	+1.016967e-1,	+5.385392e-3,	+6.103960e-3
+21100,	+1.018823e-1,	+5.446583e-3,	+6.134568e-3
+21200,	+1.020664e-1,	+5.508078e-3,	+6.165056e-3
+21300,	+1.022491e-1,	+5.569878e-3,	+6.195423e-3
+21400,	+1.024303e-1,	+5.631981e-3,	+6.225669e-3
+21500,	+1.026101e-1,	+5.694386e-3,	+6.255793e-3
+21600,	+1.027884e-1,	+5.757092e-3,	+6.285796e-3
+21700,	+1.029653e-1,	+5.820097e-3,	+6.315677e-3
+21800,	+1.031408e-1,	+5.883400e-3,	+6.345437e-3
+21900,	+1.033149e-1,	+5.947000e-3,	+6.375073e-3
+22000,	+1.034876e-1,	+6.010896e-3,	+6.404588e-3
+22100,	+1.036590e-1,	+6.075086e-3,	+6.433980e-3
+22200,	+1.038289e-1,	+6.139570e-3,	+6.463250e-3
+22300,	+1.039976e-1,	+6.204346e-3,	+6.492396e-3
+22400,	+1.041648e-1,	+6.269413e-3,	+6.521420e-3
+22500,	+1.043308e-1,	+6.334769e-3,	+6.550321e-3
+22600,	+1.044954e-1,	+6.400414e-3,	+6.579098e-3
+22700,	+1.046587e-1,	+6.466346e-3,	+6.607753e-3
+22800,	+1.048207e-1,	+6.532564e-3,	+6.636284e-3
+22900,	+1.049814e-1,	+6.599066e-3,	+6.664692e-3
+23000,	+1.051409e-1,	+6.665852e-3,	+6.692976e-3
+23100,	+1.052990e-1,	+6.732921e-3,	+6.721137e-3
+23200,	+1.054559e-1,	+6.800270e-3,	+6.749175e-3
+23300,	+1.056116e-1,	+6.867899e-3,	+6.777089e-3
+23400,	+1.057660e-1,	+6.935806e-3,	+6.804879e-3
+23500,	+1.059192e-1,	+7.003991e-3,	+6.832546e-3
+23600,	+1.060712e-1,	+7.072452e-3,	+6.860090e-3
+23700,	+1.062219e-1,	+7.141188e-3,	+6.887510e-3
+23800,	+1.063715e-1,	+7.210197e-3,	+6.914807e-3
+23900,	+1.065198e-1,	+7.279479e-3,	+6.941980e-3
+24000,	+1.066670e-1,	+7.349032e-3,	+6.969030e-3
+24100,	+1.068130e-1,	+7.418854e-3,	+6.995957e-3
+24200,	+1.069578e-1,	+7.488946e-3,	+7.022760e-3
+24300,	+1.071015e-1,	+7.559305e-3,	+7.049441e-3
+24400,	+1.072441e-1,	+7.629930e-3,	+7.075998e-3
+24500,	+1.073855e-1,	+7.700819e-3,	+7.102432e-3
+24600,	+1.075258e-1,	+7.771973e-3,	+7.128743e-3
+24700,	+1.076649e-1,	+7.843389e-3,	+7.154932e-3
+24800,	+1.078030e-1,	+7.915067e-3,	+7.180998e-3
+24900,	+1.079399e-1,	+7.987004e-3,	+7.206941e-3
+25000,	+1.080758e-1,	+8.059201e-3,	+7.232762e-3
+25100,	+1.082106e-1,	+8.131655e-3,	+7.258461e-3
+25200,	+1.083443e-1,	+8.204365e-3,	+7.284037e-3
+25300,	+1.084769e-1,	+8.277330e-3,	+7.309492e-3
+25400,	+1.086085e-1,	+8.350550e-3,	+7.334825e-3
+25500,	+1.087390e-1,	+8.424022e-3,	+7.360036e-3
+25600,	+1.088685e-1,	+8.497746e-3,	+7.385125e-3
+25700,	+1.089970e-1,	+8.571719e-3,	+7.410094e-3
+25800,	+1.091244e-1,	+8.645942e-3,	+7.434941e-3
+25900,	+1.092509e-1,	+8.720413e-3,	+7.459667e-3
+26000,	+1.093763e-1,	+8.795131e-3,	+7.484272e-3
+26100,	+1.095007e-1,	+8.870094e-3,	+7.508757e-3
+26200,	+1.096241e-1,	+8.945301e-3,	+7.533122e-3
+26300,	+1.097466e-1,	+9.020752e-3,	+7.557366e-3
+26400,	+1.098680e-1,	+9.096444e-3,	+7.581491e-3
+26500,	+1.099885e-1,	+9.172377e-3,	+7.605496e-3
+26600,	+1.101081e-1,	+9.248549e-3,	+7.629381e-3
+26700,	+1.102266e-1,	+9.324959e-3,	+7.653148e-3
+26800,	+1.103443e-1,	+9.401607e-3,	+7.676795e-3
+26900,	+1.104610e-1,	+9.478491e-3,	+7.700324e-3
+27000,	+1.105768e-1,	+9.555609e-3,	+7.723734e-3
+27100,	+1.106916e-1,	+9.632961e-3,	+7.747026e-3
+27200,	+1.108055e-1,	+9.710545e-3,	+7.770200e-3
+27300,	+1.109186e-1,	+9.788360e-3,	+7.793256e-3
+27400,	+1.110307e-1,	+9.866405e-3,	+7.816195e-3
+27500,	+1.111419e-1,	+9.944679e-3,	+7.839017e-3
+27600,	+1.112523e-1,	+1.002318e-2,	+7.861722e-3
+27700,	+1.113617e-1,	+1.010191e-2,	+7.884310e-3
+27800,	+1.114703e-1,	+1.018086e-2,	+7.906782e-3
+27900,	+1.115781e-1,	+1.026004e-2,	+7.929138e-3
+28000,	+1.116849e-1,	+1.033944e-2,	+7.951379e-3
+28100,	+1.117910e-1,	+1.041906e-2,	+7.973504e-3
+28200,	+1.118961e-1,	+1.049891e-2,	+7.995514e-3
+28300,	+1.120005e-1,	+1.057897e-2,	+8.017409e-3
+28400,	+1.121040e-1,	+1.065925e-2,	+8.039190e-3
+28500,	+1.122067e-1,	+1.073975e-2,	+8.060857e-3
+28600,	+1.123085e-1,	+1.082046e-2,	+8.082409e-3
+28700,	+1.124096e-1,	+1.090139e-2,	+8.103849e-3
+28800,	+1.125098e-1,	+1.098253e-2,	+8.125175e-3
+28900,	+1.126093e-1,	+1.106389e-2,	+8.146388e-3
+29000,	+1.127079e-1,	+1.114546e-2,	+8.167489e-3
+29100,	+1.128058e-1,	+1.122724e-2,	+8.188477e-3
+29200,	+1.129029e-1,	+1.130922e-2,	+8.209354e-3
+29300,	+1.129992e-1,	+1.139142e-2,	+8.230119e-3
+29400,	+1.130947e-1,	+1.147382e-2,	+8.250773e-3
+29500,	+1.131895e-1,	+1.155643e-2,	+8.271317e-3
+29600,	+1.132836e-1,	+1.163924e-2,	+8.291749e-3
+29700,	+1.133768e-1,	+1.172226e-2,	+8.312072e-3
+29800,	+1.134694e-1,	+1.180548e-2,	+8.332285e-3
+29900,	+1.135612e-1,	+1.188890e-2,	+8.352388e-3
+30000,	+1.136523e-1,	+1.197252e-2,	+8.372383e-3
+30100,	+1.137426e-1,	+1.205634e-2,	+8.392268e-3
+30200,	+1.138322e-1,	+1.214036e-2,	+8.412046e-3
+30300,	+1.139211e-1,	+1.222458e-2,	+8.431715e-3
+30400,	+1.140093e-1,	+1.230899e-2,	+8.451277e-3
+30500,	+1.140968e-1,	+1.239360e-2,	+8.470731e-3
+30600,	+1.141836e-1,	+1.247840e-2,	+8.490079e-3
+30700,	+1.142697e-1,	+1.256340e-2,	+8.509320e-3
+30800,	+1.143552e-1,	+1.264859e-2,	+8.528455e-3
+30900,	+1.144399e-1,	+1.273396e-2,	+8.547485e-3
+31000,	+1.145240e-1,	+1.281953e-2,	+8.566409e-3
+31100,	+1.146074e-1,	+1.290529e-2,	+8.585228e-3
+31200,	+1.146901e-1,	+1.299123e-2,	+8.603942e-3
+31300,	+1.147722e-1,	+1.307736e-2,	+8.622552e-3
+31400,	+1.148536e-1,	+1.316368e-2,	+8.641058e-3
+31500,	+1.149344e-1,	+1.325018e-2,	+8.659461e-3
+31600,	+1.150145e-1,	+1.333686e-2,	+8.677761e-3
+31700,	+1.150940e-1,	+1.342373e-2,	+8.695958e-3
+31800,	+1.151728e-1,	+1.351078e-2,	+8.714053e-3
+31900,	+1.152511e-1,	+1.359801e-2,	+8.732046e-3
+32000,	+1.153287e-1,	+1.368542e-2,	+8.749937e-3
+32100,	+1.154057e-1,	+1.377300e-2,	+8.767728e-3
+32200,	+1.154820e-1,	+1.386077e-2,	+8.785417e-3
+32300,	+1.155578e-1,	+1.394871e-2,	+8.803007e-3
+32400,	+1.156330e-1,	+1.403682e-2,	+8.820496e-3
+32500,	+1.157075e-1,	+1.412511e-2,	+8.837886e-3
+32600,	+1.157815e-1,	+1.421358e-2,	+8.855176e-3
+32700,	+1.158549e-1,	+1.430221e-2,	+8.872368e-3
+32800,	+1.159276e-1,	+1.439102e-2,	+8.889462e-3
+32900,	+1.159999e-1,	+1.448000e-2,	+8.906457e-3
+33000,	+1.160715e-1,	+1.456914e-2,	+8.923355e-3
+33100,	+1.161426e-1,	+1.465846e-2,	+8.940156e-3
+33200,	+1.162131e-1,	+1.474794e-2,	+8.956861e-3
+33300,	+1.162830e-1,	+1.483759e-2,	+8.973468e-3
+33400,	+1.163524e-1,	+1.492741e-2,	+8.989980e-3
+33500,	+1.164212e-1,	+1.501739e-2,	+9.006397e-3
+33600,	+1.164895e-1,	+1.510753e-2,	+9.022718e-3
+33700,	+1.165572e-1,	+1.519784e-2,	+9.038944e-3
+33800,	+1.166244e-1,	+1.528831e-2,	+9.055077e-3
+33900,	+1.166911e-1,	+1.537894e-2,	+9.071115e-3
+34000,	+1.167572e-1,	+1.546973e-2,	+9.087059e-3
+34100,	+1.168228e-1,	+1.556067e-2,	+9.102911e-3
+34200,	+1.168879e-1,	+1.565178e-2,	+9.118670e-3
+34300,	+1.169525e-1,	+1.574304e-2,	+9.134336e-3
+34400,	+1.170165e-1,	+1.583446e-2,	+9.149911e-3
+34500,	+1.170800e-1,	+1.592604e-2,	+9.165394e-3
+34600,	+1.171431e-1,	+1.601777e-2,	+9.180786e-3
+34700,	+1.172056e-1,	+1.610965e-2,	+9.196088e-3
+34800,	+1.172676e-1,	+1.620169e-2,	+9.211299e-3
+34900,	+1.173292e-1,	+1.629387e-2,	+9.226420e-3
+35000,	+1.173902e-1,	+1.638621e-2,	+9.241452e-3
+35100,	+1.174508e-1,	+1.647870e-2,	+9.256394e-3
+35200,	+1.175108e-1,	+1.657133e-2,	+9.271248e-3
+35300,	+1.175704e-1,	+1.666412e-2,	+9.286014e-3
+35400,	+1.176296e-1,	+1.675705e-2,	+9.300692e-3
+35500,	+1.176882e-1,	+1.685013e-2,	+9.315282e-3
+35600,	+1.177464e-1,	+1.694335e-2,	+9.329786e-3
+35700,	+1.178041e-1,	+1.703672e-2,	+9.344203e-3
+35800,	+1.178614e-1,	+1.713023e-2,	+9.358533e-3
+35900,	+1.179182e-1,	+1.722389e-2,	+9.372778e-3
+36000,	+1.179745e-1,	+1.731769e-2,	+9.386937e-3
+36100,	+1.180304e-1,	+1.741162e-2,	+9.401011e-3
+36200,	+1.180859e-1,	+1.750570e-2,	+9.415000e-3
+36300,	+1.181409e-1,	+1.759992e-2,	+9.428906e-3
+36400,	+1.181955e-1,	+1.769428e-2,	+9.442727e-3
+36500,	+1.182496e-1,	+1.778877e-2,	+9.456465e-3
+36600,	+1.183033e-1,	+1.788340e-2,	+9.470120e-3
+36700,	+1.183566e-1,	+1.797817e-2,	+9.483692e-3
+36800,	+1.184095e-1,	+1.807307e-2,	+9.497182e-3
+36900,	+1.184619e-1,	+1.816811e-2,	+9.510590e-3
+37000,	+1.185139e-1,	+1.826328e-2,	+9.523917e-3
+37100,	+1.185655e-1,	+1.835858e-2,	+9.537163e-3
+37200,	+1.186167e-1,	+1.845402e-2,	+9.550328e-3
+37300,	+1.186675e-1,	+1.854959e-2,	+9.563413e-3
+37400,	+1.187179e-1,	+1.864528e-2,	+9.576418e-3
+37500,	+1.187679e-1,	+1.874111e-2,	+9.589343e-3
+37600,	+1.188174e-1,	+1.883707e-2,	+9.602189e-3
+37700,	+1.188666e-1,	+1.893315e-2,	+9.614957e-3
+37800,	+1.189154e-1,	+1.902936e-2,	+9.627646e-3
+37900,	+1.189638e-1,	+1.912570e-2,	+9.640258e-3
+38000,	+1.190118e-1,	+1.922217e-2,	+9.652792e-3
+38100,	+1.190595e-1,	+1.931875e-2,	+9.665249e-3
+38200,	+1.191067e-1,	+1.941547e-2,	+9.677629e-3
+38300,	+1.191536e-1,	+1.951230e-2,	+9.689932e-3
+38400,	+1.192001e-1,	+1.960926e-2,	+9.702160e-3
+38500,	+1.192463e-1,	+1.970634e-2,	+9.714312e-3
+38600,	+1.192920e-1,	+1.980354e-2,	+9.726389e-3
+38700,	+1.193374e-1,	+1.990087e-2,	+9.738391e-3
+38800,	+1.193825e-1,	+1.999831e-2,	+9.750319e-3
+38900,	+1.194272e-1,	+2.009587e-2,	+9.762173e-3
+39000,	+1.194715e-1,	+2.019355e-2,	+9.773953e-3
+39100,	+1.195155e-1,	+2.029135e-2,	+9.785660e-3
+39200,	+1.195591e-1,	+2.038926e-2,	+9.797294e-3
+39300,	+1.196024e-1,	+2.048729e-2,	+9.808855e-3
+39400,	+1.196453e-1,	+2.058543e-2,	+9.820344e-3
+39500,	+1.196879e-1,	+2.068369e-2,	+9.831761e-3
+39600,	+1.197301e-1,	+2.078206e-2,	+9.843107e-3
+39700,	+1.197720e-1,	+2.088055e-2,	+9.854382e-3
+39800,	+1.198136e-1,	+2.097915e-2,	+9.865587e-3
+39900,	+1.198549e-1,	+2.107786e-2,	+9.876721e-3
+40000,	+1.198958e-1,	+2.117668e-2,	+9.887785e-3
+40100,	+1.199364e-1,	+2.127561e-2,	+9.898779e-3
+40200,	+1.199766e-1,	+2.137465e-2,	+9.909705e-3
+40300,	+1.200166e-1,	+2.147380e-2,	+9.920561e-3
+40400,	+1.200562e-1,	+2.157306e-2,	+9.931350e-3
+40500,	+1.200955e-1,	+2.167243e-2,	+9.942070e-3
+40600,	+1.201345e-1,	+2.177190e-2,	+9.952722e-3
+40700,	+1.201732e-1,	+2.187148e-2,	+9.963307e-3
+40800,	+1.202116e-1,	+2.197116e-2,	+9.973825e-3
+40900,	+1.202497e-1,	+2.207095e-2,	+9.984277e-3
+41000,	+1.202875e-1,	+2.217084e-2,	+9.994662e-3
+41100,	+1.203249e-1,	+2.227084e-2,	+1.000498e-2
