60566.214441169184, 331.24625023449045
58387.74450860475, 320.70553863789564
55518.30809265566, 397.4965514065724
52456.58817552695, 358.263298888593
49063.471095583496, 422.7671669783852
45818.567423003464, 403.7277160262837
42365.11377632983, 435.4337319552139
39411.77402548644, 428.1406043540411
36462.31748287764, 451.02199548805936
33522.03303393687, 456.340658903391
30274.59881422567, 445.6316948213878
27714.241357670762, 458.22786110085235
25182.50727992233, 433.6109510778066
22685.277906809864, 441.1061931157813
20433.640726921378, 416.1405220589112
18269.972843857133, 408.39248795863256
16566.007674205764, 376.08695536977035
14517.231992987905, 326.737022407625
12983.186366241698, 283.64816174014493
11385.445390637353, 207.2166964157608
